Sentimen;Text
Positif;"Tak ckp menyasar mahasiswa sosialisasi Jg digalakkan di berbagai elemen masyarakat ini tiada lain guna mendapatkan afirmasi positif dr masyarakat Pdhl sekularisasi adalh tjuan pend MBKM penerapnya mengarahkn pengembngn kurikulum berbasis industri "
Positif;tanyakanrl aku ga tau tapi kalo sekedar pengalaman gitu sekarang ada dosen praktisi kampus merdeka itu bisa di coba yaa
Negatif;tanyakanrl blm lagi kalo ada beberapa mk konversi yg mengharuskan kita ngerjain project atau tugas tambahan huehue gw pernah ikut mbkm dan ternyata tiap mk yang dikonversi itu masih ada tugasnya lagi jadi selain ngejalanin kampus merdeka di luar kita juga ngerjain tugas dari dosen cuapek
Positif;tanyakanrl kampus merdeka ini bagus bgt dan cukup effort makanya layak untuk bisa konversi sks kenapa dibilang butuh effort jawabannya ga semua mahasiswa itu berminat buat ikut yang kedua konsistensi pas jalaninnya itu berat bgt naik turun dibandingin kuliah di kelas percaya deh
Negatif;tanyakanrl Kan konsep MBKM output nya akan begini Catat dia hanya lulus smua MK praktikum selebihnya harus kuliah Toh skrg sdh bisa juga lulus tanpa skripsi yg penting nulis artikel ilmiah tentu sesuai kebijakan kampus Ini protes adl ungkpn hati mhs minder yg gk lulus² sih hehe
Positif;tanyakanrl Lolos pmm  mbkm  beasiswa wkwk
Positif;tanyakanrl lucu sekali padahal kampus sekarang banyak yg menerapkan Kampus Merdeka Lagi satu bayu skak juga lulus karena karyanya tanpa perlu skripsi Kalo ini benar buat salma sumpah aneh yg buat tulisan itu Salma berjuang dari awal yg katanya cuma sedikit pendukung 
Negatif;tanyakanrl nadiemmakarim saatnya bersifat tegas terhadap perundungan di sekolah Stop bacotin kampus merdeka kampus merdeka jika di lapisan pendidikan paling dasar aja kualitas gurunya masih begitu
Positif;tanyakanrl Ortu yang masih lengkap tentunya bisa kuliah dengan biaya sendiri ya meskipun semester akhir ini dibantu ortu kemarin abis bangain sekeluarga gara gara lolos kampus merdeka dan pergi ke rantau ibukota selama 4 bulan
Positif;tanyakanrl Salma kan mengimplementasikan Kampus Merdeka yang bisa di konversi kan praktikum nya kayak magang gitu Dia juga anak D4 yang lebih banyak praktikum dari pada teori jadi wajar dong kalau tinggal buat Tugas Akhir Caca pokoknya terus terbang tinggi yaa semangat ca
Positif;tanyakanrl semoga dilancarkan skripsi dan paper nyaa lolos mbkm jugaa dan lancar rezekinya
Positif;tanyakanrl sibukin diri untuk halhal yg bermanfaat nderr Contohnya kalo dulu sampe dititik ngajuin jadi calon wakil hima join aslab ambil full sks  praktikum dan ikut mbkm Lebih works lagi kalau dapet support system yg baru
Positif;tanyakanrl Sirik aja Dia kan sesuai dgn jurusannya dan sesuai dgn visi misi MBKM Dia secara praktik sdh membuktikan apalagi secara teori Fair2 aja kl memang kebijakan kampus bisa langsung lulus 5 bulan di karantina aja udah berasa ujian tiap Minggu Ygsirik silahkan ikuti jejaknya aja
Negatif;tanyakanrl wkwkw mentor kampus merdeka saya malah pap
Positif;tanyarlfes Semoga keterima kampus merdeka magang Amiiin
Negatif;tapi the downside adalah itb kaku banget masalah program2 kampus merdeka kalo dibanding kampus lain
Positif;TaraArhunny Sekarang ada banyak kok mbak program semacam itu Kalo di MBKM ada program Kampus Mengajar Di luar itu ada lebih banyak lagi 
Negatif;Tbl tbl buat akun mbkm diminta nyantumin username twitter 
Negatif;tbtb kepikiran kalo misal ujian mbkm ini offline aku di malang sendirian dong orangorang pada pulkam kann udh kelar uas crycry
Negatif;tehhhobeng27 Oh iya ta Kalo misalnya kt lolos trus ga ambil pmm di blacklist dari mbkm
Positif;telyufess kamu mau ikut mbkm atau magang mandiri yg wajib dari kampus nder kalau mau liat yg kerjasama kampus merdeka tinggal liat pas mbkm buka pendaftaran aja
Positif;"Tementemen yang udah pernah mbkm sebelumnya Mau liat laporan akhir sebelumnya dong buat referensi huhuu bingung mau mulai darimana ga dicopas kok mbkm zonamahasiswa"
Negatif;tensorflov Harus lewat kampus merdeka ya Aku anak UIN hiksss
Negatif;teriak bgt apa2 kampus merdeka apa2 kampus merdeka kampus gue gak terdaftar
Negatif;terimakasih kpd mbkm perikanan yg membuat aku jd membuka mata bagaimana keaslian dari temantemanku yg busuk itu
Positif;teruntuk kakak kakak yang pernah mbkm dapetin sptjm sama sr di itb prosesnya gimana yaa tia 3
Positif;Terus MBKM menawarkan opsi magangTA supaya lulus lebih cepat Lulus cepat supaya cepat juga jadi budak korporat sebelum kemampuan berpikir kritis terasah baik Mantap emang 
Negatif;terus ni laporan mbkm malah jadi belom aku kelarin hm
Negatif;terus tidur di kereta tapi hari ini lehernya pegel banget apakah ini penyebabnya dan ga tau knp tj ke arah kantor tuh skrg penuh terus kayaknya siih karena banyak mhsw mbkm dan jadinya di tj suka ada ribut kecil ibu2 vs penumpang yg mau naik
Positif;thats why aku pgn cepet cepet sm 6 biar bs mbkm keluar bali insyaallah
Positif;This is why I support Merdeka Belajar Kampus Merdeka 
Negatif;tidak secape ngurusin mbkm aneh
Positif;Tidurdikursi Alhamdulillah lah kalo gitu Mbkm tuh emg harus banyak sabar
Positif;tniaiaia yaAlloh sm bgtt ak sample udah registrasi akun kampus merdeka wkwkwk
Negatif;Tolong dong kampus merdeka ini memungkinkan mahasiwanya untuk memilih mengikuti program program magang di perusahaan2 besar tanpa mengikuti matkul di semester itu tapi kenapa hasilnya mahasiwanya kayak ga tau apa apa ini meresahkan saya resah
Positif;topokki14 collegemenfess mbkm iya kkn iya doakan aku ya nder 
Negatif;tp ttp aja gabisa beli gaji w blm turun kampus merdeka gembel tidak memerdekakan mahasiswanya
Negatif;txtdrkekes collegemenfess Bnr bgt ak mo daftar kampus merdeka aja akhirnya ga dibolehin ortu karena takut covid kalo sampe keluar kota
Negatif;tyunningss Iya kan na waktu itu aku sempet ikut program mbkm kampus mengajar Disitu aku bener2 capek fisik sama mental capek banget Sampe asma aku kambuh terus sering drop Aku ga bisa bayangin kalo harus jadi guru ngajar dari pagi sampe sore Yg ada gaji abis buat beli obat 
Positif;"ubsansfess ini buat group nyaa ya gais bukan scam kok pure untuk project mbkm makasih banyak yang sudah joiinn"
Negatif;ubsansfess ak gatau ya kebijakan semester antara di fakultasmu blh ambil buat percepat masa studiga tapi semisal bisa ambil yang matkul wajibwajib konsentrasi krn mbkm konversi dikit doang cuma 20 sks ak kmrn jadi tekor di akhir sks nya mending ambil sebelum km mbkm
Negatif;"ubsansfess br diinfo bikin laporan kkn h2 penutupan sidang nyambi tbtb info hrs ikut uas pdhl 1 smt gamasuk kls krn mbkm nyambi laporan kampus mengajar nyambi les toefl nyambi tes toeflnya nyambi bikin project yg anggotanya ilang semua semua dalam seminggu lewat ga lewat nder"
Positif;Ubsansfess braw Oknum R filkom SI yang lagi mbkm semangat ya
Positif;"ubsansfess Dah mayan ntue ikut MBKM Gaada kata telat nder sender gausah iri sama yang lain karena ini bukan balapan Sender fokus aja sama target sender apa aja yang sender mau capai di tahun ini"
Positif;ubsansfess gapapa nder each person have their own way ikut mbkm dah bagus itu klo mau menuhin linkedIn banyak caranya bisa ikut course online atau remote atau parttime atau klo mau santai dulu ya gapapa sambil bikin plan mau yang difokusin semangatttt
Positif;ubsansfess iyaa nder aku abis mbkm kemaren sidang
Negatif;ubsansfess Jadii opsional doang tp tetep diganti tahun dpn but ga wajib mmd bisa mbkm magang mandiri or mmd Klo ngundurin mah udah gabisaa krn udh terdaftar di asuransi kesehatannya gt klo gslh  Kebetulan tmn ku yg maju ke wadek kemarin
Negatif;ubsansfess kayaknya peraturan sem antara tiap fak tuh beda2 deh nder soalny di fakultasku yg bisa ambil cuma yg ngulang matkul atau yg ikut mbkm jdi coba tanya ke call center jurusan atau advo hima jurusanmu
Positif;ubsansfess masing fakultas beda kebijakan tp fia ada sih yg mbkm lalu
Negatif;ubsansfess Program mbkm kah itu
Positif;ubsansfess Sebagai anak fisip kayaknya ga pernah ada aturan wajib kkn or mmd kecuali kampus merdeka Malahan dialihin ke wajib magang Tpi keren si antara mahasiswa sama dekan fakultas bisa padu buat nyuarain kontra program mmd
Positif;uf MBKM khas unpar kaya ekologi bela negara dll ada lagi gasi semester depan ingin ikutan
Positif;Ugmfess anak geo ada yang rencana ikut magang mbkm nga
Positif;ugmfess bisa ambil sempro sambil mbkm di semestet yg sama ga ya
Negatif;Ugmfess daftar akun magang merdeka pake email kampus
Positif;UGMFESS Guys ada yang daftar mbkm batch 5 ini aku mau nanya dong yang di sptjm harus pake materai asli ya kl ematerai boleh gak
Positif;ugmfess hai gais mau nanya aja nich ada ga ya mbkm yang dapat uang saku dr perusahaan jadi dapat double gt dr kemdikbud dan perusahaan Makasi yang udah jawab 
Positif;ugmfess huhu lebih baik yang mana yaaa ges  chat ku mau konsul seputar MBKM btw thx sebelumnya gess 
Positif;Ugmfess Kak mau nanya dong kalo mau mbkm tapi cuma 18 sks itu brarti yg nentuin tuh kita mitranya atau siapa Terus nentuinnya pas pendaftarannya atau pas udah lolosnya ya Makasiiih
Positif;ugmfess kits tu bisa dapetin timeline pendaftaran MSIB dimanaaa ya kalau sender semester 5 mau mbkm daftarnyan kapn yaa makasi ol
Negatif;ugmfess koor pt msib mbkm tauu dari mana deh urgent nih
Positif;Ugmfess mau nanya ini mbkm maksimal pilih 22 posisi kah Atau bebas ga ada maksimal applySekalian mau nanya aturan lengkap yg batch sekarang bisa liat dimana ya Thankyou
Positif;ugmfess misi izin tanya ada kakak yg sebelumnya pernah ikut magang mbkm dan tipe yang konversi sks gitu ga ya mau tanya sedikit kalo berkenan makasii
Positif;"UGMFESS perubahan yang cukup notable Batch sebelumnya Seleksi secara paralel sehingga ada kemungkinan lolos seleksi perusahaan tetapi tidak lolos seleksi dari pihak MBKM Boleh apply sebanyakbanyaknya. Batch ini Seleksi bertahap oleh MBKM dulu baru perusahaan max 22 apply"
Negatif;ugmfess rekening buat msib kampus merdeka cuma bisa BRI ya
Positif;UGMFESS tips lolos administrasi kampus merdeka dong
Positif;UGMFESS web sama instagram sii pantau terus karena bakal di share di sosmed kampus merdeka
Positif;ukuuu4 Kampus merdeka kan ngajar itu kan
Positif;um ada yg mau jelasin secara lengkap sistemnya mbkm itu gimana aku masih bingung bgt gaada info apapun trs nanti kita cari sendiri atau diarahin buat pilih tempat dll
Positif;um Halo Permisii mau nanya kalo krs MBKM itu tetep ngisi evaluasi PBM atau tidak yaa Makasih 
Positif;Um Haloo di sini ada mahasiswa kimia yang pernah ikut mbkm khususnya magang Kalo ada rep yaa pengen nanya nanyaTIA
Positif;um Ketika ikut MBKM dan MBKMnya tuh di Malang Apakah masih bisa ikut voluntir panitia PKKMB
Negatif;um Maaf mau tanya  sender sekarang sem 6 tapi nanti sem 7 pngn ikut AM Tapi sem 6 kemarin seharusnya sender ikut mbkm tapi sender pngn mbkm di sem 7 nanti Berhubung sender gk ngambil mbkm di sem 6 nilai sender ada yang auto E karena harus sem 6 ikut mbkm Nah pada  cont
Negatif;"umfess Ada yang dari IKOR ga Kalian ada MBKM ga"
Positif;umfess bisa kayaknya kan konversi 20sks logika AM atau kegiatan kampus merdeka lain konversinya 20sks tp buat lbih jelasnya mending langsung tanya dosen pembimbing akademik saja
Positif;umfess coba aja nder seingetku akun mbkm tuh ngelink sama profile pddikti kamu nah itu liat aja nanti yang tetera di pddikti semester berapa tp gapapa bikin akun mbkm dulu aja
Negatif;umfess Dim nadim ngurusi gojek gak bener ae kok dadi mentri tambah gak karu2 an kampus merdeka mu iloh gak umum asistensi mengajar  5ulan ngajar dikek i mek 500ewu cok i 
Negatif;umfess follow akun mbkm sama magangmerdeka coba kamu punya ig kan gunain
Positif;umfess Gapapa aku dulu dapat D ngulang dehh atau kalau skrng bisa di konversi ke mata kuliah mbkm
Negatif;umfess hmm jgn deh takutt nyusahin temen se mbkm mu nder
Positif;umfess klo ak dulu mbkm membangun desa dulu namanya php2d klo skrg ppk ormawa klo g salah aku dapet sih dulu xixi tinggal gmn timnya manage keuangan biar per anggota dapet sih
Positif;umfess Lihat struktur kurikulum kamu diskusi dengan dosen satgas MBKM kalo di psikologi malah dianjurkan smt 3 buat PMM semester 5 buat MBKM lainnya 7 buat yg belum ambil
Positif;umfess PLP wajib biasanya dikonversi lewat MBKM atau AM
Negatif;umfess Sini nder ngga yakin lengkap si tapi sependek pengetahuanku sebagai mahasiswa mbkm semester ini
Positif;undipmenfess bca nder buat pemakaian utama gue jg dlu mbkm buat rek bri cm buat nerima tf mbkm doang abs itu gue tf lgi ke bca lbh gmpg bca soalnya atmnya jg banyak di indoalfa ada jd g rame2 bgt
Negatif;undipmenfess Bukan aku sih nder tapi temenku Itupun pertukaran mahasiswa kampus merdeka Ini yang dimaksud kampus merdeka kan
Negatif;undipmenfess sebenernya konsul kaprodi itu udah cukup tp balik lg tergantung kebijakan fakultas masing2 kemarin aku ikut mbkm bukan kampus mengajar dari kendala irs absensi konversi matkul  kkn yg handle ya kaprodi doswal malah ga ngapa2in
Negatif;Ungkapan rasa KEKECEWAAN dengan program MSIB KAMPUS MERDEKA KampusMerdekaRI dimana kami mahasiswa non mobilisasi belum mendapatkan biaya bantuan hidup BBH sama sekali dari awal mulai program sampai dengan program magang mau selesaiMana janji manismu panitia KampusMerdekaRI
Positif;Unila menggelar workshop implementasi program MBKM Riset  Kupastuntas BandarLampung UnilaGelarWorkshopRisetMBK  
Positif;Universitas Udayana Sosialisasikan MBKM Kampus Mengajar Angkatan 6  
Positif;unj halo kakak kakak yg pernah ikut mbkm alur konversi sks di unj tuh gimana ya tolong spill dong ka sekalian tips nya  tia
Positif;UNJmenfess sini nder kita ngobrol kebetulan aku udah ikut mbkm 2x di smt 5  6 sekarang
Positif;unluckyweebs Beda cabang pak Inii mah buat MBKM wkwkwk Ayukk ikutt mentoringnya
Positif;unnesmenfess Emg ada magang merdeka Perasaan adanya Kampus Merdeka deh trs msib itu salah satu program dlm kampus merdeka
Positif;unnesmenfess hidup ini pertaruhan nder tentukan prioritas dan pilhan pertimbangkan segala kemungkinan aku milih mundur dr giat 5 jauh hari kemaren buat ikut MBKM yang penting yakin lolos dulu hidup yang tidak dipertaruhkan tidak akan merasakan kemenangan
Positif;unnesmenfess ikut mbkm aja auto A tapi ttp harus ngumpulin produk sih
Positif;unnesmenfess klo msib enaknya dpt ilmu lebih tp inget matkul penting jgn lupa kayak metopen micro teaching klo pendidikan smt 5 tak tahan ga ikut mbkm soale byk matkul penting pengen dftr smt 6 malah smt 6 ga lolos badjingann skrg mo smt 7 disurh bertaruh milih GIAT or MBKM
Negatif;unnesmenfess max kamu ikut program Kampus Merdeka itu 2x setelah 2x udah ga bisa lagi
Negatif;UNSfess PN manaa bukan mbkm kan
Negatif;Unsoedfess1963 biasanya kalau mbkm gitu syaratnya lagi ga menerima beasiswa dr manapun kipk kan termasuk beasiswa
Positif;Unsoedfess1963 skripsi sih puas2in mbkm di smst 56
Negatif;Unsoedfess1963 sptjm itu biasanya dekan nder ngurus sendiri aja nder kalo sptjm takutnya nanti salah format kaya semester kemarin diambil yg ada di kampus merdeka aja menyesuaikan
Positif;unudmenfess selain kepanitiaan bisa banyak lg sertif sertif dan mbkm juga bisa ikut kewirausahaan tu kmren aku lumayan bgt
Positif;UNYmfs awal² emg rada² gmn setaun kenal jd akrab semua Malah skrg banyak tmn dari fakultas lain grgr mbkm
Negatif;upi ada yg sama gk waktu isi data buat akun kampus merdeka malah gk bisa klik apa2 lagi 
Negatif;upi aku cek punyaku smt 5 ikut mbkm dahal gaikut 
Positif;upi angkatan 20 ini wajib ikut mbkm 2 kali
Positif;UPI guys ada yang punya file sk mbkm ga ya
Positif;upi guys apa ada yg tau informasi kkn rekognisi untuk yg mbkm semester ganjil kemarin Thanks
Negatif;upi Mau nanya dong tentang wacana  mbkm buat syarat sidang itu benar gk  aku mahasiswa semester 7 udh keterima pkl juga masa harus sambil mbkm jadi double gitu
Positif;UPI mau nanya tentang SPTJM Kampus Merdeka untuk MSIB ada yang tau
Positif;upi mau tanya dong kak ada yang pernah konversi program kkn sama program mbkm enggak
Positif;upi mau tanya dong kak aku mbkm di smt 5 kan ya nah smt 6 aku ngambil kkn kalau mau ikut program kkn rekognisi itu bisa nggak ya terima kasih
Positif;UPI Share pengalaman kalian dong sisi positif dan negatif ikut MBKM MSIB P3K dan Kamjar Sender mau ikut buat semester depan tapi bingung mau ambil apa  Tia
Positif;UPIfess Ga boleh semua program kampus merdeka punya masa berlaku dan template surat berbeda setiap batchsemesternya Saranku kamu buat akun kampus merdeka dulu aja kalo buat urus mengurus berkas nanti aja pas fix semester kamu mau ikutin
Negatif;UPIfess ipk gw 285 smster5 dan gw menyesal karna gabisa ikut mbkm sedikit gambaran aja bang
Positif;UPIfess Kalo di prodiku wajib ambil minimal 1 bkp kegiatan di luar kampus dg konversi 20 sks di mana 1 bkp ini bisa diambil dari program mbkm kemdikbud atau upi sendiri
Positif;UPIfess kayanya gak bakalan telat lulus nder tapi mending beresin dulu matkul wajibnya biar tenang ikut MBKM nya atau coba konsultasi sama dosen PA soalnya kadang beda prodi beda kebijakan cmiiw
Negatif;UPIfess mau tanya dong kalo misal udh ngambil MBKM di semester 6 kan kemaren harus KKN lagi
Positif;UPIfess Ngaruh di MBKM semua kegiatan mbkm harus terdaftar di PDDIKTI
Positif;UPIfess Nggak kurikulum anak 2021 udah setting untuk beres semua matkul semester 15 baru deh 67 nya bisa MBKM
Positif;urg ikut program mbkm meunang 750rb sabulan gas teu euy tp rada sieun euy can pernah miluan nu kararieu soalna
Positif;"urin skateboardeuwiro  kenangan waktu gue magang kampus merdeka bukber bareng2 terus nonton ini di smartv kelas terus sebelum pulang nyalain kembang api bareng2 gak kerasa udah 2 tahun lalu ya "
Positif;"ut  Disini ada yg ikut kampus merdeka Kemendikbud gak Kalo minta tandatangan rektor atau dekan butuh waktu berapa lama ya"
Negatif;Ut Aku smstr 5 skrgkata kalian ikut magang MBKM MSIB ga ya Aku ovt banget tkt dilirik sebelah gtu 
Negatif;Ut Beneran ini yg anak alih kredit ga bisa ikut program kampus merdeka Even yg bukan dari lulusan vokasi jd pindahan dari univ lain dan riwayat pendidikan terakhir nya masih murni SMA  padahal berharap bgt krn ada alasan personal yg mengharuskan pindah dan rencana cont 
Positif;UT Bentar lg kan program magang merdeka dibuka kalian bakal ikutan ga Terus utk kampus UT bakal keliatan ga ya sama company yg lain
Negatif;Ut Kan semester depan aku semester 7 nah kalo aku ikut program kampus merdeka kira kira tetep ikutan karil gak ya Aku sipas non ttm Pliss bantu jawabbb
Positif;utfess Ada ikut kampus merdeka atau pas PPB
Positif;utfess alih kreditnya nanti aja nder ikutan kampus merdeka dulu
Positif;utfess Coba ikut aja nder siapa tau rejeki dan maaf nder kalau ikut MBKM MSIB itu semester berapa ya minimal
Negatif;utfess maaf oot ada yg udh pernah ikut kampus merdeka boleh aku tanya ga aku kurang paham baca sndiri
Positif;utfess Spill caranyaa dong nderr kalo buat semester 8 bisa ikut program apa aja yaa di kampus merdeka
Positif;UTmenfess Klo g slh ada formnya d grup mbkm d tele
Positif;UTS udah kelar saatnya lanjut fokus ke birokrasi puyeng wish me luck minat join program kampus merdeka
Negatif;uwin kita tu gbs ikutan magang2 yg di kampus merdeka ya 
Negatif;ValeSombers Im good maybe Otw boncos bayar kas mbkm  ketarketir banyak tugas  bentar lagi UAS
Negatif;virgoguuurl ka maaf aku jg mahasiswa yg blm cair bbhnya  btw kaka dpt email udangan gitu ga ya dari kampus merdeka
Negatif;vnfhek mamangresing123 aku ndak mbkm jadi diajak kan
Negatif;w pas umur 20 lagi nangisin semester yg isinya tugas kelompokan semua mana kelompoknya kek tai mbkm juga gabisa rekog kknmagang 
Positif;"Waktu itu bikin atm bri buat mbkm kan terus pas ke cabang nya ternyata disruuh bikin online gitu Tapi bukan itu yang mau aku ceritain  Ini tentang kerennya bapak satpam yang kerja di cabang itu Mungkin semua bapak satpam di setiap bank itu keren "
Negatif;"waktu ngisi KRS Jangan diklik untuk MBKM ya ntar masuk ke sana soalnya"
Positif;wearemine Sekarang ada juga namanya kampus merdeka ygy ada mata kuliah yg bisa dikonversi dengan magangkegiatan yang selaras dengan prodi jadi ya ga buang waktu doang mana salma bikin konser tiap minggu nya
Negatif;Weh ngelihat matkul semester 5 kok keknya sayang ya kalo konversi mbkm
Positif;wkwk marah grgr gabisa ikut mbkm soalnya mikirin himpunaaan bangsaaat nangis
Negatif;woi klean yg mbkm fp dan ikut mmd kepalanya ga mledak kan apaansi supervisi di akhir magang gini bok ya pas kita kerja rodi ngono lah kau tengok kita ni kita dah selesai magang apa yang mau kau tengok bocoooo
Positif;worksfess Berburu program kampus merdeka wkwk
Positif;worksfess Bisa ikutin MTnya nestle kalo masih kuliah bisa ikut program Kampus Merdeka dan apply Nesternship Kalo dari pengalaman ikut recruitmentnya itu harus lancar bahasa inggris Sering2 cari info di IGnya  dan prepare CVnya juga kalo bisa pk bhs inggris
Positif;worksfess bisa pengalaman PKL di SMK magang kampus magang merdeka atau apapun magang dan berapa lama pun waktu magangnya bisa dicantumkan di CV ya
Negatif;worksfess Dulu pas sem5 aku ikut kampus merdeka daftar magang Bahkan email dari perusahaannya aja yg infoin untuk lolos tahap selanjutnya kadang masuk spam masa iya trus ngatain perusahaan bermasalah Wkwk kocak HRnya
Positif;"worksfess Gas ambil Aku skripsi sambil program kampus merdeka  part time aja masih bisa Tapi kalo gabisa time management gausah nder"
Positif;worksfess itu dulu nder sekarang udah berubah sejak ada mbkm apalagi lulusan bangkit ngeboost cv banget
Positif;worksfess kalo ikut mbkm magang nah menurutku mirip mirip tuh ada psikotest wawancara berkas dll
Positif;worksfess Kalo masih kuliah kenapa ga nyoba2 magang di kampus merdeka
Positif;worksfess Pernah ikut MBKM di tambang masyaAllah manusianya pada pinter2 banget public speakingnya leadershipnya teamworknya Pokoknya keren2 dah Jadi minder dan agak takut kerja di tambang Hahahaha
Positif;worksfess Sekarang sih lebih ke kampus merdeka biasanya yg ikutan program kampus merdeka bisa lebih cepat kerja
Positif;worksfess Smt 5 kemarin ikut program kampus merdeka trs dapat uang dan sebagian uangnya ku kasih ke ortu trs mempertahankan IP cumlaude biar ortu bisa bangga tuh termasuk pencapaian terbesar ga si Aku ngerasa kek kurang krna selalu di cap bodoh 
Positif;worksfess spill perusahaannya mau intern mbkm
Positif;wow ga kerasa tiba2 udh dsuruh ngurus buat magang kampus merdeka aja ya
Negatif;Xavier317610665 collegemenfess kl yg aku rasain sama keresahan dosen2 aku di kmpus mahasiswa smst 67 wajib ikut mbkm padahal di smst itu matkul ini prodi karena wajib ikut mbkm jdi matkul inti tersebut banyak di konversi
Negatif;Xavier317610665 collegemenfess masalahnya bnyk yg ikut mbkm atau di ganti magang mandiri dan bobot kegiatan tersebut tdk setara dgn matkul inti yg di konversi apalagi smpe 20sks al hasil lulusan tidak mencapai kompetensi bidangnya
Positif;xpressoOoo telyufess kp kalo ga salah minimal 2 bulan tapi aku 6 bulan kemarin soalnya sekalian konversi mbkm
Positif;xprimordialnyx aku lagi buat laporan harian ini di kampus merdeka 
Positif;Ya allah semoga lulus mbkm Maju mundur gini 
Positif;"ya ampun satu bulan lagi tepat hari ini masa magang MBKM MBSI ku kelarr i am enjoy so much to be here  tapi apa daya harus balik jogja buat kembali ke kampus will miss you a lot Indofood Jakarta Selatan dan semua konser konsernya"
Negatif;Ya gimana mau daftar mbkm wong minimal aja semester 4 sedangkan watashi keteranganya aja nonaktif dari semester 3
Negatif;"yang bahas tentang program mbkm utk sem 3 mungkin kalo sem 5 keatas udah pada banyak info excited bgt sampe dengan pas iseng cari tau syarat daftar ternyata ada syarat tidak pernah melakukan cuti selama perkuliahan langsung  kok bisa kelewat  kepedean sii"
Positif;Yang punya pengalaman iku program MSIB kampus merdeka bagi infonya donk
Negatif;Yg agak sedikit malesin dari mbkm adalah laporan hariannya Itu laporan isinya dah kek buku diary aja
Positif;yuliaantasari laptop sm motor sem depan udh semester 5 blm punya laptop samsek msh gantian pke sm sodara yg lg nyusun gw mikir kmn2 masa hrs nebengojol apalgi mbkm nanti magang segala macamm doakn aku ygy smg hari ini lolos mbkm rencana mau nabung beli laptop soalny
Negatif;yupi aku daftar akun kampus merdeka kok gini yaa ini gmn solusinya 
Negatif;YUPIENFESS Anak akuntansi disyaratkan smt 6 bru boleh join mbkm 
Positif;YUPIENFESS menurutku sih inggris yg ats trs emailnya pake yang kedaftar akun kampus merdeka aja bukan email kampus gapapa kok
Negatif;yusufsuryanto DeimosLordSeven collegemenfess Padahal program ini cuma untuk mengakali mhs Salah jurusan Masuknya S1 berekspektasi kaya diploma Akhirnya yg S1 diperlakukan kaya Diploma dengan embel Kampus Merdeka
